label,text
0,yo just got car
0,annoying isn t
0,goodmorning today late lt gt min
0,s point hangin mr right s makin u happy
0,come alive better correct good looking figure
0,case guess ll campus lodge
0,
0,come home time wont trust
0,night worrying appt s shame missed girls night quizzes popcorn doing hair
1,sex ur mobile free sexy pic jordan just text babe wk sexy celeb pocketbabe uk pics wk
0,ok c ya
1,new voicemail
0,said matter mind saying matter
0,knows lunch menu da know
0,al does moan n e goes wrong fault al arguments r fault fed himso y bother hav thanx xx
0,neft transaction reference number lt gt rs lt decimal gt credited beneficiary account lt gt lt time gt lt gt
0,time job na tuition
0,know called
0,da feel yesterday night wait til day night dear
0,thanks understanding ve trying tell sura
1,win year supply cds store ur choice worth enter weekly draw txt music ts cs
0,car appreciated dad having map reading semi argument apart things going ok p
1,sim subscriber selected receive bonus delivered door txt word ok claim p msg exp apr
0,need strong arms
0,maaaan missing
0,bday real april
0,guessin ain t gonna
0,ok come ur home half hour
0,yo game want walmart soon
0,yeah probably sure ilol let u know personally wuldnt bother ur goin mite
0,ll text creepy like won t think forgot
0,good ll phone tomo lunchtime shall organise
1,new voicemail
0,damn make tonight want just wait til tomorrow
0,k k m fine complete course
0,true passable high score apply phd years salary makes life easier
1,nokia tone ur mob week just txt nok st tone free txtin tell ur friends p tone reply hl info
0,prakesh know
0,teach apps da come college
0,rofl betta invest anti aging products
1,winner u specially selected receive cash holiday flights speak live operator claim
0,sir receive account hr time sorry delay
1,reply address receive post weeks completely free accommodation various global locations ph p
0,ll submitting da project tmr rite
1,free entry weekly comp just send word enter t c cust care
0,jus ans lar u ll noe later
0,want send sell fast lt gt k easy money
0,got things pub later
0,s finish meeting
0,lol ok ll snatch purse
0,hello drivby quit edrunk sorry iff pthis makes senrd dnot dancce drum n basq ihave fun nhite x ros xxxxxxx
0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
0,getting
0,ur paper e morn aft tmr
0,dear relieved westonzoyland going plan end
0,hope having great new semester wish best greatness
0,oh yes speak txt u hmm did u email
0,want world princess europe
0,decide eat dad wants chinese
0,shoot m docs waiting room
0,m going dinner soon
0,hello site download songs urgent pls
0,know u mean king havin credit m goin bed night night sweet sleep
0,horrible gal sch doing stuff come u got mc
0,hi hun im comin nite tell im sorry hope u ava goodtime oli rang melnite ifink mite b sorted il explain everythin mon l rs x
0,later don t network urgnt sms
0,ummmmmaah happy returns d day dear sweet heart happy birthday dear
1,immediately urgent message waiting
0,yeah like goes like did friends imma flip shit like half hour
0,mum say wan shun bian watch da glass exhibition
0,plan pongal
0,just wait till end march el nino gets oh
0,chikku going room nw m bus
0,doing cbe pay
0,honey boo m missing u
0,sent jd customer service cum accounts executive ur mail id details contact
0,yo m parents gettin cash good news picked downstem
0,thank skyped wit kz sura didnt pleasure company hope good ve given ultimatum oh countin aburo enjoy
1,hungry gay guys feeling hungry just p min stop texts p min
0,ok wahala just remember friend need
0,half hour
0,im inperialmusic listening weirdest track leafcutter john sounds like insects molested plumbing remixed evil men acid
0,hey sorry didntgive ya bellearlier hunny just bedbut mite thepub l tr uwana mt loads luv jenxxx
0,seriously tell exact words right
1,u phone wanna chat set meet u cum moro luv jane xx calls minmoremobsemspobox po wa
0,tee hee lecture cheery bye bye
0,sorry chikku cell got problem thts y nt able reply u msg u
0,havent collected dough pls let know place sent control number
0,ok
1,network operator service free t c s visit biz
0,let know contact ve settled room lets know ok
0,wot u u weirdo
0,lor
0,dont phone silent mode ok
0,meet depends wan lor
0,waiting tv start lor u leh busy doing ur report
0,oh ho time u use type words
0,doesn t stalk profiles
0,green quote told jerry cartoon person irritates u loves u vry fails express gud nyt
0,yes thought thanks
0,s drinkin m ok
0,just wondering just took
0,night ended day morning come special way smile like sunny rays leaves worries blue blue bay gud mrng
0,dog wait till end day word did run time cell
0,happy new year u
0,hey great deal farm tour pm pax deposit
0,eat jap oso aft ur lect wat got lect rite
0,hey babe saw came online second disappeared happened
0,da birthdate certificate april real date today dont publish shall special treat secret way thanks wishes
0,happy birthday ur dreams come true
0,aiyah u did ok lar e nydc wheellock
0,tell said eat shit
0,sure driving reach destination soon
0,k th
0,daily text favour time
0,great hear settling s happenin wit ola
0,cocksuckers makes feel better ipads worthless garbage novelty items feel bad wanting
0,tot u reach liao said t shirt
0,fran decided n e way im completely broke knackered got bout c u mrw love janx p s dads fone credit
0,pick phone right pls send message
0,right ll make appointment right
0,designation software developer chennai
1,enjoy jamster videosound gold club credits new videosounds logos musicnews fun jamster uk help
1,lions england tone reply lionm mono lionp poly original n best tones gbp network operator rates apply
0,jokin oni lar busy wun disturb
0,ok careful don t text drive
0,ll just spirit ll bb soon just trying sure need
0,u r close heart u away shattered plz stay
0,love u babe r u sure alrite idiot txt bak girlie
0,abt making pics bigger
0,got got colours lor colour quite light n e darker lor actually m s styling hair
0,whenevr ur sad whenevr ur gray remembr im listn watevr u wanna say jus walk wid little amp promise ll bring ur smile
0,ok treat
1,win newest harry potter order phoenix book reply harry answer questions chance readers
0,ok
0,correct work today
0,just sent scream moan bed princess
0,wake long ago dunno thing
0,oh just getting u u
0,thk shd ok said plus minus did leave line paragraphs
0,plz number shows coveragd area urgnt vasai amp reach o clock plz
0,yeah jay s sort fucking retard
0,sorry bathroom sup
1,ur balance ur question sang uptown girl s answer txt ur answer good luck
0,exam february wish great day
0,dont know come ask questions like dont mistake
0,aight rush ll ask jay
0,good morning plz sir
0,s ok lar u sleep early nite
0,oh icic k lor den meet day
0,oh half hour longer syria canada eh wow work day extra time grins
0,walls hearts just safe getting hurt cares break walls amp closer goodnoon
0,sweet u meet carlos gauge patty s
0,buying today need c meh
0,aight sorry years shower s plan
0,monday nxt week vl completing
0,ax im
0,just chill hrs sleep pain surgical emergency unfolds okay
0,yeah ll try scrounge
0,crazy ar s married like gd looking guys frens like say s korean leona s fave dun thk aft thinking mayb prob ll
0,fredericksburg
0,que pases buen tiempo like
0,ok stay night xavier sleeping bag m getting tired
0,doesnt need test
0,chillin home super bowl plan
1,free day sexy st george s day pic jordan txt pic dont miss wk saucy celeb pics c pocketbabe uk wk
0,bugis oso near wat
0,yo theres class tmrw right
0,let ur heart ur compass ur mind ur map ur soul ur guide u loose world gnun sent way sms com
0,goodnight sleep da care pa
0,baaaaabe misss youuuuu teach class
0,convey regards
0,u ned convince tht possible witot hurting feeling main
0,good afternoon loverboy goes day luck come way think sweetie send love sea make smile happy
0,start sending blackberry torch nigeria buyer like month tell dad buy bb oh
0,lt gt pple marry lovers becz hav gud undrstndng dat avoids problems sent dis u u wil gud news friday d person like tomorrow best day life dont break chain break suffer send lt gt frnds lt gt mins whn u read
0,yo dude guess just got arrested day
0,shuhui say change suntec steamboat u noe r u
0,does dance river
0,yetunde m sorry moji busy able shopping just way wanted forgive reply free yahoo messenger
0,hey really pretty late want lesson join m reaching tp mrt
1,hot live fantasies just p min ntt po box croydon cr wb k
0,bbq sat ish ur welcome come
0,don t know thing s wrong everyso panicks starts goin bout bein good
0,alright m good night
0,did try making butt
0,hope feeling great pls abiola
0,shd n fun bar town sound ok
0,write msg dictionary mode cover screen hand press lt gt gently remove ur hand interesting
1,bears pic nick tom pete dick fact types try gay chat photo upload p min stop texts
1,new mobiles txt nokia collect today optout gbp mtmsg txtauction
0,finally ready fyi
0,auntie huai juan pick phone
1,double mins double txt price linerental latest orange bluetooth mobiles mobileupd latest offers optout lf
0,ya tel wats ur problem
1,nokia tone ur mob week just txt nok st tone free txtin tell ur friends p tone reply hl info
0,dnt wnt tlk wid u
0,spend days waiting ideal path appear forget paths walking waiting goodnight
0,ok arm feeling weak cuz got shot time
0,reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve net ticket available want book ticket tackle
0,storming msg wen u lift d phne u say hello u knw wt d real meaning hello s d girl yes u knw dat girl margaret hello d girlfrnd f grahmbell invnted telphone moral d person bt girlfrnd g o o d n g h t
0,s ok popped ask bout said d tonght wen girl comes
0,e best ur exam later
0,hope ur head doesn t hurt ploughing way pile ironing staying chinky tonight come round like
0,oh k think wi nz players unsold
0,haha got fast lose weight thk muz month den got effect gee later aust bk e weight
0,wonder got online love gone net cafe did phone recharged friends net think boytoy
0,haha just kidding papa needs drugs
0,thk shld b ya wana lessons haha stretch
0,oh ok
0,r meeting dinner tonight
0,thats cool gentleman treat dignity respect
0,shall start hear
0,wait u lor need feel bad lar
0,did check got detailed message
0,registered sinco payee log icicibank com enter urn lt gt confirm beware frauds share disclose urn
0,decided people care stuff vote caring stuff losers
0,kaiez enjoy ur tuition gee thk e second option sounds beta ll yan jiu den msg u
0,registered sinco payee log icicibank com enter urn lt gt confirm beware frauds share disclose urn
0,cool fun practicing making babies
0,actually getting ready leave house
0,k k special today
1,urgent important information o user today lucky day log fantastic surprise awaiting
0,gotta
0,ve got bucks jay noncomittal
0,hungry
0,pls speak customer machan
0,beneath pale moon light think u dreams come true goodnite amp sweet dreams
0,wen ur lovable bcums angry wid u dnt seriously coz angry d childish n true way showing deep affection care n luv kettoda manda nice day da
1,dear u ve invited xchat final attempt contact u txt chat p msgrcvdhg suite lands row w j hl ldn yrs
0,wats ur opinion abt abt character
0,jay snickering tells x totally fucking chords speak
0,hours went hair cut
0,wonder cos dun rem seeing silver car thk saw black
0,lmao pic send
0,speak feel words better silence gud mrng
0,s currently scotland
0,work week
1,congratulations ur awarded cd gift vouchers free entry weekly draw txt music tncs win ppmx age
0,lol great im getting hungry
0,yes saw message
0,ll mu like lt gt seconds
0,ok
0,thing r good thanx got exams march ive revision fran boyf ive gotta interviw exeter bit worried x
0,tell make little spreadsheet track idea smoke determine smokes entire month february ll come
1,sale arsenal dartboard good condition doubles trebles
0,don t look building coat don t want sick just hurry home wear coat gym
0,painful personal thought try everybody happy time recognises
0,thanks ve lovely wisheds rock
0,intrepid duo great time soon
0,asked sen come chennai search job
0,dad went oredi
0,jus hope true missin cos m really missin haven t feel guilty
0,wat late early mah juz dinner lor aiya dunno
0,arms fine s cardiff uni
0,fact leave think addie goes school tues wed
0,cool breeze bright sun fresh flower twittering birds waiting wish u goodmorning amp nice day
0,ya going restaurant
0,ok just askd did u knw tht
1,free st week entry textpod chance win gb ipod cash wk txt pod ts cs custcare
0,ducking chinchillas
0,marriage function
0,looks like u wil b getting headstart im leaving bout ish u r desperate company head earlier goin meet rummer
0,don t flying monkeys wot think certainly don t mind friend
1,registered optin subscriber ur draw gift voucher entered receipt correct ans whats bbc charts
0,say thanks
0,msg rajini comes
0,ya taking ure practical lessons start june
0,s good need drugs
0,stupid possible
0,decide faster cos sis going home liao
1,summers finally fancy chat flirt sexy singles yr area matched just reply summer free join optout txt stop help
0,u sleeping going haha got spys wat online checking n replying mails lor
1,claire havin borin time u wanna cum nite chat hope c u luv claire xx calls minmoremobsemspobox po wa
0,fighting world easy u win lose bt fightng close u dificult u lose u lose u win u lose
1,bought ringtone getting texts costing pound offering tones
0,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriage program edhae lyf nt ovr chikku ali vargu lyfu meow meow d
0,kinda gets aah speak tomo
1,urgent mobile xxxxxxxxx won bonus caller prize nd attempt reach asap
0,ok good later come c lucky told earlier later pple finish
0,wat makes u thk ll fall actually thk m quite prone falls lucky dad home ask come n fetch
1,guaranteed latests nokia phone gb ipod mp player prize txt word collect tc llc ny usa p mt msgrcvd
0,account refilled successfully inr lt decimal gt keralacircle prepaid account balance rs lt decimal gt transaction id kr lt gt
0,wont touch permission
1,hi lucy hubby meetins day fri b hotel u fancy cumin pls leave msg day lucy x calls minmobsmorelkpobox hp fl
0,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear
0,small dose tablet fever
0,oh u taken real valentine shopping
0,just sent email address incomm right
0,gonna blake s night able little early
0,friendship game play word say doesn t start march ends tomorrow yesterday today e
0,nice wait texting right m gonna pay ticket ya know
0,m watching lotr w sis dis aft u wan meet dinner nite
0,keeping away like
0,think far check google maps place dorm
0,trip ok quite tiring lor uni starts today s ok cos m taking modules jus concentrating final yr project
0,saying welp
0,m guy browsin compulsory
0,ok
0,purity friendship smiling reading forwarded message smiling just seeing gud evng musthu
0,sorry ll later
0,add don t really care t dude fuck hey money want
0,hello lover goes new job happy think wake slave send teasing kiss sea
0,told number gautham
0,tell need investigate
0,ok juz receive
0,believe said things morning really wanted say good morning love beautiful morning library later
1,account credited free text messages activate just txt word credit t cs
0,end vomit okay come
0,money money aint thing sha
0,weather extra warm cold pls lots vitamin c
0,hey gals u going e driving centre tmr
0,m yahoo messenger just send message ll send mobile mode sha ll reply
0,m putting ready lt time gt
0,time n smile r crucial things life time makes forget smile s smile makes forget time gud noon
1,sms ac jsco energy high u know channel day ur leadership skills r strong psychic reply ans w question end reply end jsco
0,host based idps linux systems
1,hot live fantasies just p min ntt po box croydon cr wb national rate
0,don da whats plan
0,ill lt gt ok
0,oh god m home
0,total video converter free download type google search
1,thanks vote sing stars karaoke mobile free link just reply sing
0,wen ur lovable bcums angry wid u dnt seriously coz angry d childish n true way showing deep affection care n luv kettoda manda nice day da
0,sounds like testing sayy
0,u love dont make love u u love dont want loved gud nit
0,pete phone jenny college leanne
0,oops sorry just check don t mind picking tomo half station ok
0,hey sweet wondering moment come want send file won t yahoo connection sucks remember set page download format disc tell know way download big files download stuff directly internet help great prey teasing kiss
0,hows champ just leaving glasgow
0,k best congrats
0,wonder ll text
0,need come home good lovin
1,brand new mobile music service live free music player arrive shortly just install phone browse content artists
0,shall ask thing dont mistake
0,check wid corect speling e sarcasm
1,urgent mobile awarded bonus caller prize nd attempt contact box qu bt national rate
0,angry happen dear
0,thk u dun haf hint e forum lor cos told ron n darren going tell shuhui
0,yup ok thanx
0,hi cts employee
0,pls pls aunt nike
0,wow love sooo know barely stand wonder day goes love think miss
0,screaming means shouting
0,hey happen alright
0,picked receipt earlier
0,think chennai settled
0,oh dang didn t mean o send lol
0,unfortunately ve just pick sister airport evening don t think ll going try th
0,horrible bf v hungry
0,remember day
1,won nokia win free auction send nokia hg suite lands row w jhl
0,s feel mr real valentine just yo valentine tho u hardly play
0,sounds good fingers makes difficult type
0,midnight earliest
0,sure m trying make xavier smoke don t want smoke told smoke
0,k come nordstrom
0,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleep sweet dreams
0,press conference da
1,hello orange month s free access games news sport plus free texts photo messages reply yes terms apply
0,completed degree use joining finance
0,good afternoon love job prospects missing lazy bleak hmmm happy filled love
0,shant disturb u anymore jia
0,bishan lar nearer need buy early cos buy gotta park car
0,dont know oh
0,dude sux snake got old raiden got buff
0,says hi ass south tampa preferably kegger
0,e msg jus u said thanks gift
0,u
0,ok dear did chechi
0,yeah totes u wanna
0,ok dis pierre cardin looks normal costs sale
0,good sleep rhythm person establish rhythm body learn use want know
0,wat r u doing
0,message truro hospital ext phone phone
0,single line big meaning miss ur best life don t miss ur best life gud nyt
0,just got gas money chance gang want grand nature adventure
0,dnt worry use ice pieces cloth pack tablets
0,dude just saw parked car sunroof popped sux
0,ready excellent sub face
0,tmrw im finishing doors
0,lt gt g saw days ago guy wants sell wifi lt gt g lt gt s blanked
0,late
0,im pretty pissed
0,today accept day u accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
0,dont image class
0,got rumour going buy apartment chennai
0,near kalainar tv office thenampet
1,ur cash balance currently pounds maximize ur cash send p msg cc hg suite lands row w j hl
1,sms auction brand new nokia auction today auction free join txt nokia hg suite lands row w j hl
0,sis catching e e afternoon m watching w c u wan watch today tmr lor
0,sounds gd haha wah u yan jiu fast liao
0,nosy guess idk reacting m freaked
0,remember hurt days satanic imposter need pay price destiny going u said pray mind
0,make girl happy s difficult make girls happy u need friend companion lover chef lt gt good listener lt gt organizer lt gt good boyfriend lt gt clean lt gt sympathetic lt gt athletic lt gt warm lt gt courageous lt gt determined lt gt true lt gt dependable lt gt intelligent lt gt psychologist lt gt pest exterminator lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniye pudunga venaam
0,princess bet brothas chasing
0,shall book chez jules half s ok
0,hhahhaahahah rofl wtf nig leonardo room
0,yep derek s house sunday lt
0,s cool let know kicks lt gt ll day
0,sorry ll later
0,wondering okay uncle john let know things nigeria r lt gt dollars years sent know strain plan pay dime gives dime expect practical like
0,charges transfer charges withdraw like
0,dont search love let love u thats called falling love bcoz u dont force u just fall u know smeone hold u bslvyl
0,let s millers
0,love set soul just spark flame big rawring flame xoxo
0,somewhr surely u god decided perfect time make u meet dat person till den enjoy ur crushes
0,s honeymoon outfit
0,help propose going tomorrow
1,private account statement shows redeemed s m points identifier code expires
0,blame day ur life good days u happiness bad days u experience essential life gods blessings good morning
0,pls confirm time collect cheque
1,registered subscriber yr draw gift voucher b entered receipt correct ans olympics txt ans
1,urgent mobile number awarded prize guaranteed land line claim valid hrs ppm
0,daddy good care
0,yeah probably gotta check leo
0,k special
0,carlos taking sweet time usual let know patty want smoke ll tell haul ass
0,ok pa problem
0,heard job m going wildlife talk tonight u want come worzels wizzle
0,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaid friend u
0,came hostel
0,ok prob ll come lunch
0,jus telling u dat ll b leaving shanghai st instead ll haf time meet cya
0,freezing home remember kiss mom morning love think missing
0,ready big day tomorrow
0,ll probably mu lot
0,
1,rt king pro video club need help info ringtoneking uk club credits redeemable enjoy
0,thnx dude u guys nite
0,sef dey laugh s darling anjie
0,mm food da
0,k makes sense btw carlos difficult guys gonna smoke pick second batch gas
0,did u download fring app
0,oz guy kinda flaky friend interested picking lt gt worth tonight possible
0,friends u stay fb chat
0,fuck babe miss sooooo wish sleep bed lonely sleep dream love
0,living simple loving simple laughing simple winning tooo simple simple difficult gud nte
1,u secret admirer looking make contact u r reveal thinks ur special
0,ah confuses things doesn t
1,free text msgs just text ok ll credit account
0,hi dear urgnt don t know whats problem don t want work problem tell wating reply
0,dear ok
1,selected stay british hotels holiday worth claim london bx sw ss
0,yes princess want make happy
0,sounds like talents like dinner date week
0,going film day da pm sorry da
0,watching movie xy wants shop m shopping w
0,hello little party animal just thought d buzz friends grins reminding loved send naughty adoring kiss
0,yesterday going home
1,eerie nokia tones u rply tone title tone dracula titles ghost addamsfa munsters exorcist twilight pobox w wq p
0,come life brought sun shiny warming heart putting constant smile face making feel loved cared
0,shit wasn t surprised went spent evening french guy met town fooled bit didn t let fuck
1,networks allow companies sms responsible suppliers just shop guarantee sell b g
0,great comedy stop laughing da
1,freemsg feelin kinda lnly hope u like company jst got cam moby wanna c pic txt reply date msg p rcv hlp stop
0,alright set text man
0,hi keen kind feel shouldn t tomo don t mind
0,sleeping nt feeling
0,u switch fone dammit
0,india lead
0,ll post l r class
0,thts wat wright brother did fly
0,evening v good somewhat event laden don t worry head ok throat wrecked
0,u laugh really loud u talk spontaneously u dont care feel u probably dear amp best friends goodevening dear
0,laptop
0,dont file bag work called ll tell room
0,wan early lei outside wun b home early neva mind
1,ur chance win cash wk txt action t s c s custcare x p wk
0,bugis juz wat m walking home oredi late reply oso saw dat like din buy r
0,wishing family merry x mas happy new year advance
0,ok na
0,yes posted couple pics fb s snow outside m just waking
0,s good partnership going lead
1,rgent nd attempt contact u u won b t csbcm wc n xx callcost ppm mobilesvary max
0,yeah s class
0,just send bec temple na
0,aren t coming home class right need work shower
1,hi ur lookin saucy daytime fun wiv busty married woman free week chat sort time janinexx calls minmobsmorelkpobox hp fl
0,s like
0,v ma fan
0,dunno cos v late n reach inside ate spageddies lor s e gals r laughing lor
0,guess spent night phasing fourth dimension
0,dad gonna gets work ask crazy questions
0,yes said
0,hurting n meaningful lines compromised love d end love compromised gud mornin
0,lmao nice
0,glad reply
1,urgent trying contact u todays draw shows won prize guaranteed land line claim valid hrs
1,monthly password wap mobsi com use wap phone pc
0,nah dub je buff
0,painful words thought happy toughest thing earth toughest acting happy unspoken pain inside
0,yeah s fine s ok
0,lol u come ideas
0,people special sight remain special till sight maintain till life ends sh jas
0,today song dedicated day song u dedicate send ur valuable frnds rply
0,okay wait ah
0,y lei
0,hi babe u r likely bed im sorry tonight really wanna u tomorrow love xxx
0,squatting new way walking
0,want bold bb torch
0,cramps stopped going sleep
1,todays vodafone numbers ending digits selected received award number matches claim award
1,free ringtone sub weekly ringtone st week free send subpoly week stop sms
0,nan sonathaya soladha boss
0,bring tat cd don forget
1,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr sp tyrone
0,don t know m raping dudes poker
0,weightloss girl friends make loads money ebay thanks god
0,gr message r u leaving congrats dear school wat r ur plans
0,eatin later m eatin wif frens lei going home
0,finish yar saying mushy embarrassed ok
0,sorry man stash ran dry night t pick sunday
0,hai priya right doctor said pa
1,free msg sorry service ordered delivered sufficient credit receive service
0,ok
0,ask mummy father
0,come room come house cos house messy haha
0,lost kilos today
0,just taste fish curry p
0,accidant tookplace ghodbandar rd traffic moves slovely plz slip amp don t worry
0,yun ah wkg btw nus sc wana specialise wad
0,yes woman man tell likes dislikes bed
0,doing test earlier appreciate tomorrow
0,s loverboy doing does keeps coming queen hmmm doesn t ache speak miss desparately
0,u meet fren dun wan meet ah muz b guy rite
0,promises haven t gotten dinner
0,got dislikes bed
0,o turns stereo love mi phone unknown album
1,hard live chat just p min choose girl connect live cheap chat uk s biggest live service vu bcm wc n xx
0,yeah don t
0,asking u knw nt ur frnds classmates
0,sorry earlier putting fires talk actually life lol
1,wow boys r uk tour win vip tickets pre book vip club txt club trackmarque info vipclub u
0,missionary hook doggy hook standing
0,u better sleep dun disturb u liao u wake msg lor
0,fighting world easy u win lose bt fightng close u dificult u lose u lose u win u lose
0,watching house entertaining getting hugh laurie thing stick especially stick
0,thought praps meant goodo ll look tomorrow
0,hi jon pete ive bin spain recently hav sum dinero left said u ur rents mayb interested hav pes tb james
0,bold lt gt
0,know shall speak lt gt minutes
0,alrite hunny wot u nite didnt end goin town jus da pub instead jus chillin da mo bedroom love jen xxx
0,went project centre
0,request maangalyam alaipayuthe set callertune callers press copy friends callertune
0,lol yeah point guess
0,doing project w frens lor
0,lol quality aint bad aint complaining
0,k happen tonight
1,hi mandy sullivan calling hotmix fm chosen receive easter prize draw telephone claim prize transferred
0,think going finn s come
0,tired special
0,come tomorrow di
0,pick phone right pls send message
0,k sleep rest
0,u guys invite
1,ur going bahamas callfreefone speak live operator claim bahamas cruise cash opt txt x
0,want inside outside bedroom
0,ey calm downon theacusations itxt u cos iwana know wotu r doin thew end haventcn u ages ring ur nething sat love j xxx
0,love wine dine lady
1,conacted dating service entered phone fancy landline pobox n tf
0,m cool ta luv v tired cause doin loads planning wk got social services inspection nursery care spk sn x
0,don know account details ask mom send mom reach
0,think u wrong number
0,feel happy slowly habit amp finally life follow happy morning amp happy day
0,b late love mum
0,got mail panren paru
0,thinking chuckin ur red green n black trainners save carryin bac train
0,miss number
0,jus came fr lunch wif sis u leh
0,schedule week town weekend
0,really good dhanush rocks
0,lmao ok wont needing u hair anymore
0,miss ya need ya want ya love ya
0,sorry m free
0,u song stuck head reason won t away til u listen like times
0,nt chikku simple habba hw abt u
0,got ur mail dileep thank muchand look forward lots support contacts remember venugopal mentioned tomorrow late shall try come till goodnight dear
0,heart remembrs forgets soon bcoz heart like liked ones remembered everytime bslvyl
0,joy s father john john joy s father mandan
1,hi ibh customer loyalty offer new nokia mobile txtauction txt word start t
0,hi yijue s regarding textbook s intro algorithms second edition m selling
1,sms auction won nokia win free auction send nokia hg suite lands row w jhl
0,k want come
0,little difficult simple way enter place
0,ha doing e thing got tv watch u thk tonight u haf smth mind
0,dont far new pictures facebook
0,watching tv got new job
0,good afternoon sexy buns goes job search wake thought love wish fine happy know adore
0,m coming want
0,ok chikku favourite song
0,did u posted facebook
1,freephone
1,buy space invaders chance win orig arcade game console press games arcade std wap charge o uk games terms settings purchase
0,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear
1,loan purpose homeowners tenants welcome previously refused help free text help
1,big brother alert computer selected u k cash voucher ntt po box cro bt landline cost ppm mobiles vary
0,oh c u later
0,uncles atlanta wish guys great semester
0,dear free messages recharge hi hi hi
0,dont search love let love u thats called falling love bcoz u dont force u just fall u know smeone hold u bslvyl
0,dun believe u thk u told
0,know god created gap fingers comes amp fills gaps holding hand love
0,yes sura sun tv lol
0,arun u transfr d amt
0,takin shower yeah ll leave m
0,working eyes philosophy text u later bit free chat
0,u haven t lost ill b u didn t intend hurt u knew u felt iwas marine s itried tell urmom careabout u
1,win winner mr t foley won ipod exciting prizes soon eye ur mobile visit
0,bad girl remember
0,gave morning
0,hope alright babe worry felt bit desparate learned job fake waiting come love
0,hey tell blake s address carlos wanted meet got lost s answering phone
0,opinion
0,week leave know time
0,hit
0,excellent spent lt gt years air force iraq afghanistan stable honest like traveling
0,wanna watch movie
0,ok lor thanx school
0,m class did text
0,bus leaves lt gt
0,god bless good sleep dear pray
1,todays voda numbers ending selected receive award match quoting claim code standard rates app
0,nice day today love dearly
0,aiyo bit pai seh noe scared dun rem die hee better lookin oredi leh
0,aight ll ask roommates
0,whats house beer
0,wan meet n combine parts s da rest da project going
0,getting tickets walsall tue th march mate getting sat ill pay treat want txt bak terry
0,yes chatting
0,hi jess dont know work u im home eve xxx
0,sian aft meeting supervisor got work liao u working
0,going write ccna exam week
0,watch shrek d b
0,dirty fellow
0,dunno dat s wat told ok lor
0,ll probably tomorrow later tonight s going
0,couldn t say dying man feel sad just wanted know probably gone late night
0,thinking lifting
0,u dun wan y u dun like ah wat u doing eating
0,sent ur email id soon
0,wat makes people dearer just happiness dat u feel u meet pain u feel u miss dem
0,dude s teresa hope okay didnt hear people called received package dec lt gt just thot ld like know fantastic year best reading plus really really bam aid usmle work
0,hey gorgeous man work mobile number good babe squishy mwahs
0,later pls
1,hottest pics straight phone getting wet wanting just xx text pics txt costs p textoperator g ga xxx
0,s way stay oh
0,hello thanx taking got job starts monday
0,time ur flight tmr
0,come
0,prominent bite mark right cheek
0,september
0,wet right
0,s husband
1,hack chat backdoor entry chat rooms fraction cost reply neo subscribe p pm dps bcm box ldn wc n xx
0,doing norm tomorrow finish just cos st tests need sort library stuff point tomo got letter today access til end march better
0,yeah got list u joanna m feeling really anti social
0,office na
0,comingdown later
0,super da good replacement murali
0,da good good player unsold
0,hi u want join sts later meeting u class
0,engalnd telly decided won t let watch mia elliot kissing damn
1,free nokia motorola upto mths price linerental free x net mins txt mth free b tooth mobileupd optout d wv
0,dont want hear philosophy just say happen
0,got job wipro thing life years
0,da laptop matric card wif lei
0,dunno da aft toa payoh got
1,nd time tried contact u u won pound prize claim easy p min bt national rate
0,just payments dont sorry want fedex way
0,did t play day year know good team like india
0,k girl waiting reception ah
0,say slowly god love amp need clean heart blood send special people amp u c miracle tomorrow pls pls
0,hate does turns fun shopping trip annoying day look house
0,sir waiting
0,s want come online
0,work ll reach consensus meeting
0,aiyah wait lor u entertain hee
0,thing wanted hurt didn t think d laugh embarassed delete tag going far knew wasn t fact felt like hurt shows really don t know messy wednesday wasn t bad problem time clean choose skype pictures sleep want don t mind things don t make bed throw laundry t friend house m embarassed s underwear bras strewn bed pillows floor s used good making bed
0,ll let know kicks
0,ok said
0,number available appointment ask connect waheed fathima
0,buy wif meet later
0,mmmm fuck fair know weaknesses grins pushes knee s exposes belly pulls head don t forget know wicked smile
0,today sh ready deep
0,mom wants know
0,aight ll text m
0,dont know supports ass srt thnk think ps play usb
0,oh ok didnt know meant yep baby jontin
1,won guaranteed cash prize claim yr prize customer service representative
1,like xxx pics hot nearly banned uk
1,hmv bonus special pounds genuine hmv vouchers won just answer easy questions play send hmv info
0,watching tv got new job
0,pen thing joke wont biro don t masters t
0,party alex nichols
1,u secret admirer looking make contact u r reveal thinks ur special
